elem_index,file_section_id,file_section_name,file_loc_from,file_loc_to,file_lane_name,treat_2023,reason_2023,comment_2023,treat_2024,reason_2024,comment_2024,treat_2025,reason_2025,comment_2025,treat_2026,reason_2026,comment_2026,treat_2027,reason_2027,comment_2027,treat_2028,reason_2028,comment_2028,treat_2029,reason_2029,comment_2029,treat_2030,reason_2030,comment_2030,treat_2031,reason_2031,comment_2031,treat_2032,reason_2032,comment_2032,treat_2033,reason_2033,comment_2033,treat_2034,reason_2034,comment_2034,treat_2035,reason_2035,comment_2035,treat_2036,reason_2036,comment_2036,treat_2037,reason_2037,comment_2037,treat_2038,reason_2038,comment_2038
37,9339,Weston Way,1589,1999,All,,,,,,,,,,,,,,,,ChipSeal_P,pdi =10.43; sdi =7.4; age =20,mesh_cracks =1.57; shove =3.29; poth =0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,9339,Weston Way,1999,2369,All,,,,,,,,,,,,,,,,ChipSeal_P,pdi =10.22; sdi =6.31; age =20,mesh_cracks =1.93; shove =3.22; poth =0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,9339,Weston Way,2385,2696,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Preseal_CS,pdi =26.37; sdi =32.23; age =27,mesh_cracks =6.33; shove =1.27; poth =1.22,ChipSeal_H,pdi =0; sdi =0; age =0,mesh_cracks =0; shove =0; poth =0,,,,,,
40,9339,Weston Way,2696,3114,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,9339,Weston Way,3114,3398,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,9339,Weston Way,3398,3457,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =17.22; sdi =18.31; age =30,mesh_cracks =2.09; shove =1.99; poth =1.19,,,,,,,,,
43,9339,Weston Way,3457,3675,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,9167,Foxglove Drive,0,668,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,16,Sarah Lane,0,515,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,17,Ash Drive,0,318,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Preseal_CS,pdi =37.37; sdi =42.37; age =19,mesh_cracks =14.56; shove =1.89; poth =0.92
47,18,Monaghan Way,0,80,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,1035,Cousins Avenue East,0,61,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,19,Elm Close,0,82,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,19,Elm Close,82,101,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,20,Burkes Creek Road,0,21,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =12.74; sdi =13.51; age =18,mesh_cracks =1.97; shove =1.69; poth =0.77,,,,,,,,,,,,,,,,,,
52,20,Burkes Creek Road,21,520,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,20,Burkes Creek Road,549,697,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,20,Burkes Creek Road,697,765,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,20,Burkes Creek Road,765,1789,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,21,Tapeka Heights Lane,0,277,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,22,Sir John McKenzie Drive,0,530,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,23,Apple Orchard Lane,0,185,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,974,Railway Terrace East,0,730,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,24,George Noble Road,0,272,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,24,George Noble Road,272,286,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,25,Founders Lane,0,597,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,26,Stud Road,0,205,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,27,Gallop Lane,0,116,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,27,Gallop Lane,116,136,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,7056,Dawick Street,0,78,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,7056,Dawick Street,78,88,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,28,Stirrup Lane,0,261,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,29,Riroriro Road,0,122,All,,,,,,,,,,,,,,,,ChipSeal_P,pdi =5.36; sdi =6.01; age =12,mesh_cracks =1.54; shove =1.08; poth =0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,29,Riroriro Road,122,139,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,30,Curly McLeod Way,0,69,All,,,,,,,,,,,,,ChipSeal_P,pdi =4.67; sdi =6.64; age =20,mesh_cracks =0.35; shove =0.23; poth =0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,30,Curly McLeod Way,69,82,All,,,,,,,,,,,,,,,,,,,,,,Preseal_AC,pdi =18.86; sdi =8.24; age =45,mesh_cracks =12.19; shove =0.54; poth =0.54,ThinAC_H,pdi =0; sdi =0; age =0,mesh_cracks =0; shove =0; poth =0,,,,,,,,,,,,,,,,,,,,,
73,32,Karearea Lane,0,56,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Preseal_AC,pdi =25.22; sdi =24.67; age =39,mesh_cracks =2.54; shove =1.16; poth =2.1,ThinAC_H,pdi =0; sdi =0; age =0,mesh_cracks =0; shove =0; poth =0,,,,,,
74,32,Karearea Lane,84,154,All,,,,ChipSeal_P,committed,committed import,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,32,Karearea Lane,154,820,All,,,,ChipSeal_P,committed,committed import,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,32,Karearea Lane,820,1262,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,33,Okoare Lane,0,58,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,35,Leicester Place,0,660,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,36,Paneika Lane,0,370,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,36,Paneika Lane,370,391,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =14.55; sdi =15.84; age =29,mesh_cracks =2.51; shove =0.94; poth =0.92,,,,,,,,,,,,,,,
81,36,Paneika Lane,391,520,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,37,Freemason Avenue,0,149,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,37,Freemason Avenue,149,172,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,37,Freemason Avenue,172,362,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Preseal_CS,pdi =22.77; sdi =29; age =26,mesh_cracks =5.43; shove =1.13; poth =1.08,ChipSeal_H,pdi =0; sdi =0; age =0,mesh_cracks =0; shove =0; poth =0,,,,,,,,,
85,38,Tyler Place,0,279,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Preseal_CS,pdi =20.04; sdi =21.76; age =26,mesh_cracks =3.13; shove =0.96; poth =1.34,ChipSeal_H,pdi =0; sdi =0; age =0,mesh_cracks =0; shove =0; poth =0,,,,,,,,,,,,
86,38,Tyler Place,279,322,All,,,,,,,,,,,,,,,,ThinAC_P,pdi =9.71; sdi =10.46; age =36,mesh_cracks =0.8; shove =0.35; poth =0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,38,Tyler Place,322,334,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,38,Tyler Place,334,389,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =13.04; sdi =14.2; age =40,mesh_cracks =2.44; shove =0.82; poth =0.79,,,,,,,,,,,,,,,,,,
89,39,Ashlar Court,0,251,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,40,Bravery Road,0,278,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,41,Huamanu Street,0,116,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,41,Huamanu Street,116,134,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,1092,Bronte Road East,0,156,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,1092,Bronte Road East,156,183,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,42,Te Manaki Street,0,377,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,44,Dickins Lane,0,474,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,44,Dickins Lane,474,1091,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,43,Infantry Lane,0,95,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,45,Chatfield Lane,0,83,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,20,Burkes Creek Road,765,1789,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,38,Tyler Place,279,322,All,,,,,,,,,,,,,,,,ThinAC_P,pdi =4.89; sdi =25.88; age =36,mesh_cracks =0.8; shove =0.35; poth =0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,1037,Epiha Road Upper,0,415,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RehabCS_UH,pdi =34.07; sdi =38.02; age =23,mesh_cracks =5.18; shove =2.43; poth =2.14,,,
103,37,Freemason Avenue,172,362,All,,,,,,,,,,,,,ChipSeal_P,pdi =12.91; sdi =26.91; age =19,mesh_cracks =0.97; shove =0.25; poth =0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,43,Infantry Lane,0,95,All,,,,,,,,,,,,,,,,ChipSeal_P,pdi =9.87; sdi =65.46; age =23,mesh_cracks =0.54; shove =0.32; poth =0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,8,Tarras Road,86,120,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,23,Apple Orchard Lane,0,185,All,,,,,,,,,,ChipSeal_P,pdi =11.9; sdi =26.43; age =39,mesh_cracks =0.39; shove =0.15; poth =0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,9339,Weston Way,814,886,All,,,,RehabAC_UH,pdi =21.93; sdi =18.94; age =22,mesh_cracks =7.18; shove =7.17; poth =0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,8,Tarras Road,86,120,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,38,Tyler Place,334,389,All,,,,,,,,,,,,,,,,Preseal_CS,pdi =16.47; sdi =56.16; age =36,mesh_cracks =1.42; shove =0.35; poth =0.34,ChipSeal_H,pdi =0; sdi =0; age =0,mesh_cracks =0; shove =0; poth =0,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,38,Tyler Place,322,334,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,32,Karearea Lane,154,820,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,12,Kriletich Drive,0,263,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,917,Port Street East,2120,2350,All,,,,,,,,,,,,,,,,,,,Preseal_CS,pdi =16.73; sdi =60.62; age =21,mesh_cracks =0.69; shove =6.18; poth =0.43,ChipSeal_H,pdi =0; sdi =0; age =0,mesh_cracks =0; shove =0; poth =0,,,,,,,,,,,,,,,,,,,,,,,,
114,9339,Weston Way,3398,3457,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,9339,Weston Way,1051,1219,All,,,,,,,,,,,,,,,,,,,,,,RehabCS_UH,pdi =27.09; sdi =100.29; age =22,mesh_cracks =3.49; shove =0.6; poth =1.08,,,,SecondCoat,pdi =12.2; sdi =12.5; age =1,mesh_cracks =1; shove =1; poth =1,,,,,,,,,,,,,,,,,,
116,19,Elm Close,0,82,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,15,Fendall Close,0,438,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,30,Curly McLeod Way,69,82,All,,,,,,,,,,,,,,,,ThinAC_P,pdi =11.74; sdi =22.73; age =43,mesh_cracks =0.61; shove =0.32; poth =0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,6,Croatia Avenue,0,42,All,,,,,,,,,,,,,,,,RehabCS_UL,pdi =52.31; sdi =6.03; age =13,mesh_cracks =47.65; shove =1.16; poth =0.33,,,,,,,,,,,,,,,,SecondCoat,pdi =12.2; sdi =12.62; age =5,mesh_cracks =1; shove =1; poth =1,,,,,,,,,,,,
120,16,Sarah Lane,0,515,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,30,Curly McLeod Way,69,82,All,,,,,,,,,,,,,,,,Preseal_AC,pdi =19.19; sdi =28.28; age =43,mesh_cracks =0.53; shove =0.33; poth =1.65,ThinAC_H,pdi =0; sdi =0; age =0,mesh_cracks =0; shove =0; poth =0,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,32,Karearea Lane,820,1262,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,20,Burkes Creek Road,765,1789,All,,,,ChipSeal_P,pdi =0; sdi =25.91; age =12,mesh_cracks =0; shove =0; poth =0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,32,Karearea Lane,154,820,All,,,,,,,,,,,,,,,,ChipSeal_P,pdi =11.52; sdi =11.62; age =20,mesh_cracks =0.64; shove =0.34; poth =1.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,9339,Weston Way,1237,1589,All,,,,,,,,,,ChipSeal_P,pdi =2.5; sdi =4.63; age =18,mesh_cracks =0.53; shove =0.17; poth =0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,20,Burkes Creek Road,765,1789,All,,,,,,,,,,,,,,,,,,,Preseal_CS,pdi =17.25; sdi =29.17; age =17,mesh_cracks =11.96; shove =0.45; poth =0.44,ChipSeal_H,pdi =0; sdi =0; age =0,mesh_cracks =0; shove =0; poth =0,,,,,,,,,,,,,,,,,,,,,,,,
127,29,Riroriro Road,122,139,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,9339,Weston Way,1589,1999,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,Preseal_CS,pdi =19.17; sdi =22.18; age =24,mesh_cracks =5.25; shove =0.88; poth =0.81,ChipSeal_H,pdi =0; sdi =0; age =0,mesh_cracks =0; shove =0; poth =0,,,,,,,,,,,,,,,
129,20,Burkes Creek Road,549,697,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,1092,Bronte Road East,156,183,All,,,,,,,,,,,,,,,,ThinAC_P,pdi =12.91; sdi =25.83; age =26,mesh_cracks =0.56; shove =0.32; poth =0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,917,Port Street East,2120,2350,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,1,Conifer Close,0,378,All,,,,,,,Preseal_CS,pdi =16.19; sdi =9.22; age =11,mesh_cracks =2.57; shove =4.56; poth =0.9,ChipSeal_H,pdi =0; sdi =0; age =0,mesh_cracks =0; shove =0; poth =0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,20,Burkes Creek Road,549,697,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,9339,Weston Way,2696,3114,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,21,Tapeka Heights Lane,0,277,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,10,Upper Ahu Ahu Road,46,68,All,,,,,,,,,,,,,,,,ThinAC_P,pdi =17.29; sdi =36.87; age =16,mesh_cracks =0.8; shove =1.15; poth =0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,26,Stud Road,0,205,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,1038,Gossey Drive North,1319,1723,All,,,,,,,,,,RehabCS_UH,pdi =39.71; sdi =30.62; age =12,mesh_cracks =22.87; shove =3.97; poth =0.18,,,,SecondCoat,pdi =12.2; sdi =12.5; age =1,mesh_cracks =1; shove =1; poth =1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,917,Port Street East,21,396,All,,,,,,,,,,,,,,,,,,,RehabCS_RL,pdi =112.42; sdi =50; age =6,mesh_cracks =92.42; shove =0; poth =0,,,,,,,,,,,,,,,,SecondCoat,pdi =12.2; sdi =12.59; age =5,mesh_cracks =1; shove =1; poth =1,,,,,,,,,
140,11,Lower Ahu Ahu Road,158,179,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,1037,Epiha Road Upper,0,415,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,41,Huamanu Street,0,116,All,,,,,,,,,,,,,,,,,,,,,,,,,RehabAC_UL,pdi =25.49; sdi =25.87; age =43,mesh_cracks =1.07; shove =0.65; poth =2.32,,,,,,,,,,,,,,,,,,,,,
143,41,Huamanu Street,0,116,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Preseal_AC,pdi =24.55; sdi =36.2; age =47,mesh_cracks =2.73; shove =1.17; poth =1.19,ThinAC_H,pdi =0; sdi =0; age =0,mesh_cracks =0; shove =0; poth =0,,,,,,
144,16,Sarah Lane,0,515,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,36,Paneika Lane,370,391,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =14.55; sdi =15.84; age =29,mesh_cracks =2.51; shove =0.94; poth =0.92,,,,,,,,,,,,,,,
