file_section_id,file_section_name,file_loc_from,file_loc_to,file_lane_name,elem_index,treatment,treat_category,budget_category,period,period_calendar,forced,follow_up,treatment_cost,treatment_qty,treatment_comment,treatment_reason,is_committed
10,Upper Ahu Ahu Road,0,46,All,14,ChipSeal_P,Preserve,Renewals,1,2024,True,False,3680,368,committed import,committed,True
32,Karearea Lane,84,154,All,74,ChipSeal_P,Preserve,Renewals,1,2024,True,False,7920,792,committed import,committed,True
32,Karearea Lane,154,820,All,75,ChipSeal_P,Preserve,Renewals,1,2024,True,False,77210,7721,committed import,committed,True
9339,Weston Way,1051,1219,All,115,ChipSeal_P,Preserve,Renewals,1,2024,False,False,37300,3730,mesh_cracks =0; shove =0; poth =0.22,pdi =4.6; sdi =36.09; age =16,False
32,Karearea Lane,84,154,All,259,Preseal_CS,Holding,Renewals,1,2024,False,False,4752,4752,mesh_cracks =15.66; shove =0; poth =0,pdi =17.57; sdi =4.79; age =28,False
1092,Bronte Road East,0,156,All,468,ChipSeal_P,Preserve,Renewals,1,2024,False,False,12480,1248,mesh_cracks =0; shove =0; poth =0,pdi =0; sdi =28.1; age =20,False
39,Ashlar Court,0,251,All,492,ChipSeal_P,Preserve,Renewals,1,2024,False,False,21080,2108,mesh_cracks =0; shove =0; poth =0.04,pdi =0.41; sdi =33.87; age =23,False
13,Puriri Dale Way,0,293,All,354,Preseal_CS,Holding,Renewals,1,2024,False,False,20256,20256,mesh_cracks =6.51; shove =9.31; poth =0,pdi =16.24; sdi =6.83; age =18,False
9339,Weston Way,1237,1589,All,36,ChipSeal_P,Preserve,Renewals,1,2024,False,False,45420,4542,mesh_cracks =0.3; shove =2.5; poth =0.01,pdi =2.9; sdi =0.1; age =16,False
7056,Dawick Street,0,78,All,473,Preseal_CS,Holding,Renewals,1,2024,False,False,3840,3840,mesh_cracks =15.91; shove =0; poth =0,pdi =16.22; sdi =27.71; age =8,False
917,Port Street East,2120,2350,All,113,ChipSeal_P,Preserve,Renewals,1,2024,False,False,13340,1334,mesh_cracks =0; shove =4.58; poth =0,pdi =7.53; sdi =27.6; age =16,False
38,Tyler Place,334,389,All,273,ChipSeal_P,Preserve,Renewals,1,2024,False,False,5830,583,mesh_cracks =0; shove =0; poth =0,pdi =5.43; sdi =16.32; age =32,False
917,Port Street East,2120,2350,All,457,ChipSeal_P,Preserve,Renewals,1,2024,False,False,13340,1334,mesh_cracks =9.69; shove =0; poth =0,pdi =9.69; sdi =21.25; age =16,False
4,Highfield Drive,0,71,All,301,Preseal_CS,Holding,Renewals,1,2024,False,False,2982,2982,mesh_cracks =17.25; shove =0; poth =0,pdi =18.25; sdi =2.49; age =16,False
9339,Weston Way,1999,2369,All,146,ChipSeal_H,Holding,Renewals,2,2025,True,False,48630,4863,mesh_cracks =0; shove =0; poth =0,pdi =0; sdi =0; age =0,False
15,Fendall Close,0,438,All,226,ChipSeal_H,Holding,Renewals,2,2025,True,False,54800,5480,mesh_cracks =0; shove =0; poth =0,pdi =0; sdi =0; age =0,False
32,Karearea Lane,84,154,All,259,ChipSeal_H,Holding,Renewals,2,2025,True,False,7920,792,mesh_cracks =0; shove =0; poth =0,pdi =0; sdi =0; age =0,False
4,Highfield Drive,0,71,All,301,ChipSeal_H,Holding,Renewals,2,2025,True,False,4970,497,mesh_cracks =0; shove =0; poth =0,pdi =0; sdi =0; age =0,False
13,Puriri Dale Way,0,293,All,354,ChipSeal_H,Holding,Renewals,2,2025,True,False,33760,3376,mesh_cracks =0; shove =0; poth =0,pdi =0; sdi =0; age =0,False
7056,Dawick Street,0,78,All,473,ChipSeal_H,Holding,Renewals,2,2025,True,False,6400,640,mesh_cracks =0; shove =0; poth =0,pdi =0; sdi =0; age =0,False
15,Fendall Close,736,814,All,381,ChipSeal_P,Preserve,Renewals,2,2025,False,False,17630,1763,mesh_cracks =0.32; shove =0.08; poth =0.08,pdi =9.22; sdi =21.09; age =23,False
1037,Epiha Road Upper,0,415,All,183,ChipSeal_P,Preserve,Renewals,2,2025,False,False,37350,3735,mesh_cracks =0.13; shove =1; poth =0.1,pdi =2.18; sdi =30.42; age =11,False
1037,Epiha Road Upper,0,415,All,342,ChipSeal_P,Preserve,Renewals,2,2025,False,False,37350,3735,mesh_cracks =0.17; shove =8.01; poth =0.1,pdi =14.88; sdi =25.26; age =11,False
1038,Gossey Drive North,1319,1723,All,138,ChipSeal_P,Preserve,Renewals,2,2025,False,False,36360,3636,mesh_cracks =18.44; shove =3.79; poth =0.1,pdi =32.54; sdi =24.37; age =11,False
9339,Weston Way,886,939,All,373,ThinAC_P,Preserve,Renewals,2,2025,False,False,60950,1219,mesh_cracks =13.98; shove =0.08; poth =1.31,pdi =27.27; sdi =13.43; age =12,False
9339,Weston Way,1051,1219,All,260,ChipSeal_P,Preserve,Renewals,2,2025,False,False,37300,3730,mesh_cracks =0.23; shove =0.08; poth =0.08,pdi =2.66; sdi =4.9; age =17,False
15,Fendall Close,736,814,All,163,ChipSeal_P,Preserve,Renewals,2,2025,False,False,17630,1763,mesh_cracks =1.96; shove =0.08; poth =0.08,pdi =2.86; sdi =1.09; age =23,False
9339,Weston Way,1999,2369,All,244,ChipSeal_P,Preserve,Renewals,2,2025,False,False,48630,4863,mesh_cracks =0.17; shove =0.08; poth =0.07,pdi =2.86; sdi =5.57; age =17,False
9339,Weston Way,1589,1999,All,37,ChipSeal_P,Preserve,Renewals,2,2025,False,False,54530,5453,mesh_cracks =0.53; shove =2.66; poth =0.12,pdi =4.44; sdi =1.54; age =17,False
9339,Weston Way,1589,1999,All,128,ChipSeal_P,Preserve,Renewals,2,2025,False,False,54530,5453,mesh_cracks =0.23; shove =0.08; poth =0.08,pdi =1.16; sdi =1.14; age =17,False
9339,Weston Way,1589,1999,All,313,ChipSeal_P,Preserve,Renewals,2,2025,False,False,54530,5453,mesh_cracks =0.23; shove =0.08; poth =0.08,pdi =1.16; sdi =1.14; age =17,False
7056,Dawick Street,0,78,All,482,Preseal_CS,Holding,Renewals,2,2025,False,False,7680,7680,mesh_cracks =3.35; shove =8.97; poth =0,pdi =20.37; sdi =27.84; age =9,False
9339,Weston Way,1589,1999,All,199,ChipSeal_P,Preserve,Renewals,2,2025,False,False,54530,5453,mesh_cracks =8.33; shove =0.08; poth =0.08,pdi =9.27; sdi =1.15; age =17,False
20,Burkes Creek Road,21,520,All,432,Preseal_CS,Holding,Renewals,2,2025,False,False,66140,66140.00000000001,mesh_cracks =17.09; shove =1; poth =0.1,pdi =19.14; sdi =1.22; age =11,False
20,Burkes Creek Road,21,520,All,369,ChipSeal_P,Preserve,Renewals,2,2025,False,False,66140,6614,mesh_cracks =0.22; shove =1; poth =0.1,pdi =10.59; sdi =42.61; age =11,False
9339,Weston Way,2385,2696,All,460,ChipSeal_P,Preserve,Renewals,2,2025,False,False,39190,3919,mesh_cracks =0.16; shove =0.08; poth =0.07,pdi =1.97; sdi =23.58; age =17,False
7056,Dawick Street,0,78,All,296,Preseal_CS,Holding,Renewals,2,2025,False,False,7680,7680,mesh_cracks =20.89; shove =0; poth =0,pdi =20.93; sdi =0.1; age =9,False
1035,Cousins Avenue East,0,61,All,410,RehabAC_UL,Rehab_ac,Renewals,2,2025,False,False,68320,427,mesh_cracks =21.31; shove =0.07; poth =1.32,pdi =34.59; sdi =13.4; age =29,False
16,Sarah Lane,0,515,All,405,ChipSeal_P,Preserve,Renewals,2,2025,False,False,46020,4602,mesh_cracks =3.01; shove =0.08; poth =0.07,pdi =3.88; sdi =34.88; age =17,False
4,Highfield Drive,0,71,All,323,ChipSeal_P,Preserve,Renewals,2,2025,False,False,4970,497,mesh_cracks =0.17; shove =0.07; poth =0.07,pdi =10.18; sdi =23.89; age =17,False
23,Apple Orchard Lane,0,185,All,187,ChipSeal_P,Preserve,Renewals,2,2025,False,False,18500,1850,mesh_cracks =17.06; shove =0.08; poth =0.08,pdi =24.99; sdi =46.28; age =38,False
27,Gallop Lane,0,116,All,386,Preseal_CS,Holding,Renewals,2,2025,False,False,5706,5706.000000000001,mesh_cracks =0.13; shove =14.58; poth =0,pdi =17.81; sdi =7.78; age =9,False
7056,Dawick Street,0,78,All,296,ChipSeal_H,Holding,Renewals,3,2026,True,False,6400,640,mesh_cracks =0; shove =0; poth =0,pdi =0; sdi =0; age =0,False
27,Gallop Lane,0,116,All,386,ChipSeal_H,Holding,Renewals,3,2026,True,False,9510,951,mesh_cracks =0; shove =0; poth =0,pdi =0; sdi =0; age =0,False
20,Burkes Creek Road,21,520,All,432,ChipSeal_H,Holding,Renewals,3,2026,True,False,66140,6614,mesh_cracks =0; shove =0; poth =0,pdi =0; sdi =0; age =0,False
7056,Dawick Street,0,78,All,482,ChipSeal_H,Holding,Renewals,3,2026,True,False,6400,640,mesh_cracks =0; shove =0; poth =0,pdi =0; sdi =0; age =0,False
9339,Weston Way,886,939,All,419,Preseal_AC,Holding,Renewals,3,2026,False,False,14628,14628,mesh_cracks =0.84; shove =7.55; poth =0.1,pdi =18.89; sdi =24.93; age =13,False
15,Fendall Close,438,585,All,429,ChipSeal_P,Preserve,Renewals,3,2026,False,False,18520,1852,mesh_cracks =1.09; shove =0; poth =0,pdi =1.15; sdi =54.83; age =9,False
15,Fendall Close,438,585,All,442,ChipSeal_P,Preserve,Renewals,3,2026,False,False,18520,1852,mesh_cracks =4.08; shove =0; poth =0,pdi =7.29; sdi =64.36; age =9,False
15,Fendall Close,438,585,All,305,ChipSeal_P,Preserve,Renewals,3,2026,False,False,18520,1852,mesh_cracks =1.09; shove =0; poth =0,pdi =1.15; sdi =20.79; age =9,False
15,Fendall Close,585,643,All,452,Preseal_CS,Holding,Renewals,3,2026,False,False,14620,14620.000000000002,mesh_cracks =28.02; shove =0; poth =0,pdi =28.22; sdi =55.14; age =9,False
9339,Weston Way,1051,1219,All,35,ChipSeal_P,Preserve,Renewals,3,2026,False,False,37300,3730,mesh_cracks =0.48; shove =0.17; poth =0.16,pdi =2.41; sdi =2.38; age =18,False
9339,Weston Way,1051,1219,All,285,ChipSeal_P,Preserve,Renewals,3,2026,False,False,37300,3730,mesh_cracks =0.48; shove =0.17; poth =0.16,pdi =2.41; sdi =2.38; age =18,False
9339,Weston Way,1051,1219,All,498,ChipSeal_P,Preserve,Renewals,3,2026,False,False,37300,3730,mesh_cracks =0.48; shove =0.17; poth =0.16,pdi =2.41; sdi =2.38; age =18,False
20,Burkes Creek Road,697,765,All,469,Preseal_AC,Holding,Renewals,3,2026,False,False,21216,21216,mesh_cracks =24.5; shove =0; poth =0,pdi =24.6; sdi =0.27; age =12,False
9339,Weston Way,1999,2369,All,38,ChipSeal_P,Preserve,Renewals,3,2026,False,False,48630,4863,mesh_cracks =1.48; shove =2.8; poth =0.23,pdi =6.67; sdi =2.9; age =18,False
1037,Epiha Road Upper,0,415,All,102,ChipSeal_P,Preserve,Renewals,3,2026,False,False,37350,3735,mesh_cracks =0.29; shove =1.07; poth =0.71,pdi =8.58; sdi =8.56; age =12,False
11,Lower Ahu Ahu Road,0,158,All,255,Preseal_CS,Holding,Renewals,3,2026,False,False,7584,7584,mesh_cracks =0.39; shove =1; poth =0.77,pdi =20; sdi =89.42; age =10,False
9339,Weston Way,1999,2369,All,459,ChipSeal_P,Preserve,Renewals,3,2026,False,False,48630,4863,mesh_cracks =3.09; shove =0.16; poth =0.16,pdi =4.93; sdi =2.2; age =18,False
20,Burkes Creek Road,549,697,All,262,Preseal_CS,Holding,Renewals,3,2026,False,False,19240,19240,mesh_cracks =16.64; shove =0.16; poth =0.16,pdi =18.77; sdi =2.86; age =14,False
29,Riroriro Road,0,122,All,162,ChipSeal_P,Preserve,Renewals,3,2026,False,False,7560,756,mesh_cracks =0.24; shove =0; poth =0.1,pdi =1.33; sdi =50.56; age =10,False
9339,Weston Way,814,886,All,477,ThinAC_P,Preserve,Renewals,3,2026,False,False,82750,1655,mesh_cracks =0.48; shove =12.02; poth =0.16,pdi =14.34; sdi =2.45; age =24,False
29,Riroriro Road,0,122,All,304,ChipSeal_P,Preserve,Renewals,3,2026,False,False,7560,756,mesh_cracks =0.31; shove =0; poth =0.1,pdi =9.24; sdi =68.81; age =10,False
24,George Noble Road,0,272,All,461,ChipSeal_P,Preserve,Renewals,3,2026,False,False,22110,2211,mesh_cracks =0.55; shove =1; poth =0.1,pdi =13.77; sdi =64.96; age =11,False
29,Riroriro Road,0,122,All,293,Preseal_CS,Holding,Renewals,3,2026,False,False,4536,4536.000000000001,mesh_cracks =15.69; shove =1; poth =0.1,pdi =19.38; sdi =6.24; age =10,False
38,Tyler Place,0,279,All,341,Preseal_CS,Holding,Renewals,3,2026,False,False,12054,12054,mesh_cracks =16.98; shove =0.17; poth =0.16,pdi =18.87; sdi =23.96; age =19,False
20,Burkes Creek Road,549,697,All,133,ChipSeal_P,Preserve,Renewals,3,2026,False,False,19240,1924,mesh_cracks =0.3; shove =0.16; poth =0.16,pdi =2.15; sdi =11; age =14,False
28,Stirrup Lane,0,261,All,329,ChipSeal_P,Preserve,Renewals,3,2026,False,False,25580,2558,mesh_cracks =0.33; shove =1; poth =0.1,pdi =2.46; sdi =35.99; age =10,False
40,Bravery Road,0,278,All,409,ThinAC_P,Preserve,Renewals,3,2026,False,False,158650,3173,mesh_cracks =0.35; shove =1; poth =0,pdi =3.39; sdi =40.54; age =16,False
9339,Weston Way,2385,2696,All,214,ChipSeal_P,Preserve,Renewals,3,2026,False,False,39190,3919,mesh_cracks =14.3; shove =0.17; poth =0.16,pdi =16.18; sdi =22.18; age =18,False
9339,Weston Way,814,886,All,32,ThinAC_P,Preserve,Renewals,3,2026,False,False,82750,1655,mesh_cracks =10.32; shove =0.17; poth =0.16,pdi =12.17; sdi =2.14; age =24,False
9339,Weston Way,3114,3398,All,380,ChipSeal_P,Preserve,Renewals,3,2026,False,False,35780,3578,mesh_cracks =0.46; shove =0.16; poth =0.16,pdi =10.62; sdi =31.42; age =18,False
13,Puriri Dale Way,0,293,All,450,ChipSeal_P,Preserve,Renewals,3,2026,False,False,33760,3376,mesh_cracks =0.35; shove =0.16; poth =1.31,pdi =13.72; sdi =49.96; age =20,False
11,Lower Ahu Ahu Road,0,158,All,255,ChipSeal_H,Holding,Renewals,4,2027,True,False,12640,1264,mesh_cracks =0; shove =0; poth =0,pdi =0; sdi =0; age =0,False
20,Burkes Creek Road,549,697,All,262,ChipSeal_H,Holding,Renewals,4,2027,True,False,19240,1924,mesh_cracks =0; shove =0; poth =0,pdi =0; sdi =0; age =0,False
29,Riroriro Road,0,122,All,293,ChipSeal_H,Holding,Renewals,4,2027,True,False,7560,756,mesh_cracks =0; shove =0; poth =0,pdi =0; sdi =0; age =0,False
38,Tyler Place,0,279,All,341,ChipSeal_H,Holding,Renewals,4,2027,True,False,20090,2009,mesh_cracks =0; shove =0; poth =0,pdi =0; sdi =0; age =0,False
9339,Weston Way,886,939,All,419,ThinAC_H,Holding,Renewals,4,2027,True,False,60950,1219,mesh_cracks =0; shove =0; poth =0,pdi =0; sdi =0; age =0,False
15,Fendall Close,585,643,All,452,ChipSeal_H,Holding,Renewals,4,2027,True,False,7310,731,mesh_cracks =0; shove =0; poth =0,pdi =0; sdi =0; age =0,False
20,Burkes Creek Road,697,765,All,469,ThinAC_H,Holding,Renewals,4,2027,True,False,44200,884,mesh_cracks =0; shove =0; poth =0,pdi =0; sdi =0; age =0,False
15,Fendall Close,643,736,All,152,ChipSeal_P,Preserve,Renewals,4,2027,False,False,19020,1902,mesh_cracks =0.83; shove =1.08; poth =0.18,pdi =9.59; sdi =18.77; age =10,False
15,Fendall Close,643,736,All,30,ChipSeal_P,Preserve,Renewals,4,2027,False,False,19020,1902,mesh_cracks =3.76; shove =1.08; poth =0.18,pdi =7.34; sdi =5.81; age =10,False
15,Fendall Close,643,736,All,352,ChipSeal_P,Preserve,Renewals,4,2027,False,False,19020,1902,mesh_cracks =0.67; shove =1.08; poth =0.18,pdi =3.78; sdi =4.64; age =10,False
9339,Weston Way,886,939,All,424,ThinAC_P,Preserve,Renewals,4,2027,False,False,60950,1219,mesh_cracks =0.8; shove =1.17; poth =0.35,pdi =5.86; sdi =5.74; age =14,False
9339,Weston Way,886,939,All,33,ThinAC_P,Preserve,Renewals,4,2027,False,False,60950,1219,mesh_cracks =0.8; shove =1.17; poth =0.18,pdi =4.11; sdi =4; age =14,False
9339,Weston Way,886,939,All,188,ThinAC_P,Preserve,Renewals,4,2027,False,False,60950,1219,mesh_cracks =0.8; shove =1.17; poth =0.18,pdi =4.11; sdi =4; age =14,False
9339,Weston Way,886,939,All,456,ThinAC_P,Preserve,Renewals,4,2027,False,False,60950,1219,mesh_cracks =0.8; shove =1.17; poth =0.18,pdi =4.11; sdi =4; age =14,False
20,Burkes Creek Road,549,697,All,235,ChipSeal_P,Preserve,Renewals,4,2027,False,False,19240,1924,mesh_cracks =0.64; shove =0.24; poth =0.24,pdi =12.25; sdi =25.3; age =15,False
1037,Epiha Road Upper,0,415,All,12,ChipSeal_P,Preserve,Renewals,4,2027,False,False,37350,3735,mesh_cracks =0.46; shove =1.16; poth =0.25,pdi =4.35; sdi =4.8; age =13,False
15,Fendall Close,438,585,All,28,ChipSeal_P,Preserve,Renewals,4,2027,False,False,18520,1852,mesh_cracks =1.19; shove =1; poth =0.1,pdi =3.29; sdi =3.43; age =10,False
1038,Gossey Drive North,1319,1723,All,13,ChipSeal_P,Preserve,Renewals,4,2027,False,False,36360,3636,mesh_cracks =0.46; shove =1.16; poth =0.25,pdi =4.35; sdi =4.35; age =13,False
1038,Gossey Drive North,1319,1723,All,306,ChipSeal_P,Preserve,Renewals,4,2027,False,False,36360,3636,mesh_cracks =0.46; shove =1.16; poth =0.25,pdi =4.35; sdi =4.35; age =13,False
15,Fendall Close,438,585,All,222,ChipSeal_P,Preserve,Renewals,4,2027,False,False,18520,1852,mesh_cracks =1.19; shove =1; poth =0.1,pdi =3.29; sdi =3.32; age =10,False
15,Fendall Close,438,585,All,276,ChipSeal_P,Preserve,Renewals,4,2027,False,False,18520,1852,mesh_cracks =1.19; shove =1; poth =0.1,pdi =3.29; sdi =3.32; age =10,False
15,Fendall Close,438,585,All,399,ChipSeal_P,Preserve,Renewals,4,2027,False,False,18520,1852,mesh_cracks =3.98; shove =1; poth =0.1,pdi =6.08; sdi =3.32; age =10,False
1037,Epiha Road Upper,0,415,All,141,ChipSeal_P,Preserve,Renewals,4,2027,False,False,37350,3735,mesh_cracks =0.46; shove =1.16; poth =0.25,pdi =4.35; sdi =4.35; age =13,False
28,Stirrup Lane,0,261,All,474,Preseal_CS,Holding,Renewals,4,2027,False,False,30696,30696,mesh_cracks =19.4; shove =1.08; poth =0.18,pdi =22.48; sdi =4.51; age =11,False
15,Fendall Close,0,438,All,253,ChipSeal_P,Preserve,Renewals,4,2027,False,False,54800,5480,mesh_cracks =0.66; shove =0.25; poth =0.24,pdi =9.72; sdi =19.83; age =14,False
20,Burkes Creek Road,21,520,All,490,ChipSeal_P,Preserve,Renewals,4,2027,False,False,66140,6614,mesh_cracks =0.92; shove =1.16; poth =0.26,pdi =17.61; sdi =36.35; age =13,False
37,Freemason Avenue,0,149,All,155,ChipSeal_P,Preserve,Renewals,4,2027,False,False,19370,1937,mesh_cracks =0.54; shove =0.24; poth =0.24,pdi =11.08; sdi =23.59; age =19,False
27,Gallop Lane,0,116,All,237,ChipSeal_P,Preserve,Renewals,4,2027,False,False,9510,951,mesh_cracks =0.67; shove =1.07; poth =0.17,pdi =17.56; sdi =45.42; age =11,False
29,Riroriro Road,0,122,All,464,ChipSeal_P,Preserve,Renewals,4,2027,False,False,7560,756,mesh_cracks =0.64; shove =1; poth =0.17,pdi =17.4; sdi =38.89; age =11,False
27,Gallop Lane,0,116,All,485,ChipSeal_P,Preserve,Renewals,4,2027,False,False,9510,951,mesh_cracks =0.39; shove =1; poth =0.17,pdi =3.27; sdi =29.1; age =11,False
21,Tapeka Heights Lane,0,277,All,360,ChipSeal_P,Preserve,Renewals,4,2027,False,False,36010,3601,mesh_cracks =0.69; shove =0.26; poth =0.24,pdi =3.67; sdi =24.95; age =20,False
29,Riroriro Road,0,122,All,364,ChipSeal_P,Preserve,Renewals,4,2027,False,False,7560,756,mesh_cracks =0.52; shove =1; poth =0.17,pdi =14.04; sdi =30.78; age =11,False
917,Port Street East,2120,2350,All,300,ChipSeal_P,Preserve,Renewals,4,2027,False,False,13340,1334,mesh_cracks =0.48; shove =1.15; poth =0.25,pdi =15.41; sdi =32.96; age =19,False
37,Freemason Avenue,172,362,All,103,ChipSeal_P,Preserve,Renewals,4,2027,False,False,19000,1900,mesh_cracks =0.97; shove =0.25; poth =0.24,pdi =12.91; sdi =26.91; age =19,False
9339,Weston Way,3398,3457,All,451,ChipSeal_P,Preserve,Renewals,4,2027,False,False,7430,743,mesh_cracks =0.41; shove =0.23; poth =0.24,pdi =9.25; sdi =19.37; age =22,False
4,Highfield Drive,0,71,All,382,ChipSeal_P,Preserve,Renewals,4,2027,False,False,4970,497,mesh_cracks =0.37; shove =0.23; poth =0.24,pdi =3.11; sdi =13.28; age =19,False
28,Stirrup Lane,0,261,All,474,ChipSeal_H,Holding,Renewals,5,2028,True,False,25580,2558,mesh_cracks =0; shove =0; poth =0,pdi =0; sdi =0; age =0,False
20,Burkes Creek Road,0,21,All,236,ChipSeal_P,Preserve,Renewals,5,2028,False,False,2730,273,mesh_cracks =0.7; shove =1.25; poth =0.45,pdi =6.73; sdi =47.16; age =14,False
20,Burkes Creek Road,0,21,All,217,ChipSeal_P,Preserve,Renewals,5,2028,False,False,2730,273,mesh_cracks =1.18; shove =5.6; poth =0.35,pdi =23.52; sdi =92.51; age =14,False
20,Burkes Creek Road,0,21,All,215,Preseal_CS,Holding,Renewals,5,2028,False,False,5460,5460,mesh_cracks =0.72; shove =23.93; poth =0.37,pdi =29.6; sdi =8.41; age =14,False
20,Burkes Creek Road,697,765,All,371,ThinAC_P,Preserve,Renewals,5,2028,False,False,44200,884,mesh_cracks =0.65; shove =0; poth =0,pdi =0.92; sdi =24.63; age =14,False
20,Burkes Creek Road,697,765,All,210,ThinAC_P,Preserve,Renewals,5,2028,False,False,44200,884,mesh_cracks =0.92; shove =0; poth =0,pdi =11.98; sdi =28.73; age =14,False
20,Burkes Creek Road,697,765,All,440,ThinAC_P,Preserve,Renewals,5,2028,False,False,44200,884,mesh_cracks =0.81; shove =8.65; poth =0.1,pdi =17.85; sdi =28.1; age =14,False
38,Tyler Place,322,334,All,275,ChipSeal_P,Preserve,Renewals,5,2028,False,False,1200,120,mesh_cracks =3.38; shove =0; poth =0,pdi =17.63; sdi =36.63; age =11,False
20,Burkes Creek Road,0,21,All,326,ChipSeal_P,Preserve,Renewals,5,2028,False,False,2730,273,mesh_cracks =0.7; shove =1.25; poth =1,pdi =12.22; sdi =12.25; age =14,False
40,Bravery Road,0,278,All,431,ThinAC_P,Preserve,Renewals,5,2028,False,False,158650,3173,mesh_cracks =1.07; shove =1.16; poth =0.18,pdi =13.7; sdi =28.31; age =18,False
974,Railway Terrace East,0,730,All,404,ChipSeal_P,Preserve,Renewals,5,2028,False,False,53940,5394,mesh_cracks =0.59; shove =0; poth =0,pdi =7.61; sdi =57.58; age =14,False
38,Tyler Place,322,334,All,182,ChipSeal_P,Preserve,Renewals,5,2028,False,False,1200,120,mesh_cracks =1.09; shove =0; poth =0,pdi =1.22; sdi =24.32; age =11,False
20,Burkes Creek Road,697,765,All,344,ThinAC_P,Preserve,Renewals,5,2028,False,False,44200,884,mesh_cracks =0.65; shove =0; poth =1.66,pdi =17.56; sdi =18.4; age =14,False
