file_section_id,file_section_name,file_loc_from,file_loc_to,file_lane_name,elem_index,treatment,treat_category,budget_category,period,period_calendar,forced,follow_up,treatment_cost,treatment_qty,treatment_comment,treatment_reason,is_committed
10,Upper Ahu Ahu Road,0,46,All,14,ChipSeal_P,Preserve,Resurfacing,1,2024,True,False,3680,368,committed import,committed,True
32,Karearea Lane,84,154,All,74,ChipSeal_P,Preserve,Resurfacing,1,2024,True,False,7920,792,committed import,committed,True
32,Karearea Lane,154,820,All,75,ChipSeal_P,Preserve,Resurfacing,1,2024,True,False,77210,7721,committed import,committed,True
9339,Weston Way,814,886,All,32,RMaint,Maintenance,Maintenance,1,2024,False,False,572.89,572.8907828316218,mesh_cracks =6; shove =0; poth =0,pdi =6.04; sdi =0.1; age =22,False
40,Bravery Road,0,278,All,232,RMaint,Maintenance,Maintenance,1,2024,False,False,1653.88,1653.8832354019469,mesh_cracks =4.49; shove =0; poth =0,pdi =5.98; sdi =3.72; age =14,False
9167,Foxglove Drive,0,668,All,241,RMaint,Maintenance,Maintenance,1,2024,False,False,1536.66,1536.6566277047964,mesh_cracks =0; shove =0; poth =0.96,pdi =9.61; sdi =41.29; age =13,False
15,Fendall Close,438,585,All,242,RMaint,Maintenance,Maintenance,1,2024,False,False,674.35,674.3508475717383,mesh_cracks =0; shove =10.3; poth =0.03,pdi =10.55; sdi =0.25; age =7,False
20,Burkes Creek Road,21,520,All,243,RMaint,Maintenance,Maintenance,1,2024,False,False,2821.3,2821.2950013951377,mesh_cracks =18.72; shove =0; poth =0,pdi =18.72; sdi =0; age =10,False
9,Kowhai Glen,0,305,All,244,RMaint,Maintenance,Maintenance,1,2024,False,False,1034.14,1034.138573759064,mesh_cracks =0; shove =8.96; poth =1.12,pdi =20.13; sdi =22.94; age =34,False
1037,Epiha Road Upper,0,415,All,246,RMaint,Maintenance,Maintenance,1,2024,False,False,2314.71,2314.706214813813,mesh_cracks =0; shove =5.56; poth =0,pdi =11.26; sdi =14.26; age =10,False
41,Huamanu Street,0,116,All,252,RMaint,Maintenance,Maintenance,1,2024,False,False,223.2,223.19824015365745,mesh_cracks =0; shove =0; poth =0.56,pdi =6.28; sdi =7.35; age =36,False
9339,Weston Way,886,939,All,256,RMaint,Maintenance,Maintenance,1,2024,False,False,780.38,780.3796035401332,mesh_cracks =0; shove =6.04; poth =0,pdi =6.04; sdi =0; age =11,False
6,Croatia Avenue,0,42,All,257,RMaint,Maintenance,Maintenance,1,2024,False,False,87.73,87.73305514950792,mesh_cracks =15.75; shove =0; poth =0,pdi =15.75; sdi =0; age =9,False
12,Kriletich Drive,0,263,All,258,RMaint,Maintenance,Maintenance,1,2024,False,False,788.65,788.651188942235,mesh_cracks =0; shove =0; poth =0,pdi =7.14; sdi =17.86; age =35,False
22,Sir John McKenzie Drive,0,530,All,259,RMaint,Maintenance,Maintenance,1,2024,False,False,2192.53,2192.533089906417,mesh_cracks =17.96; shove =0; poth =0,pdi =22.78; sdi =12.04; age =8,False
38,Tyler Place,279,322,All,261,RMaint,Maintenance,Maintenance,1,2024,False,False,129.07,129.0681726004908,mesh_cracks =0; shove =0; poth =0.35,pdi =9.24; sdi =17.83; age =32,False
27,Gallop Lane,116,136,All,262,RMaint,Maintenance,Maintenance,1,2024,False,False,66.49,66.49381970359757,mesh_cracks =5.36; shove =0; poth =0,pdi =11.22; sdi =14.66; age =8,False
42,Te Manaki Street,0,377,All,265,RMaint,Maintenance,Maintenance,1,2024,False,False,2492.33,2492.3319298446277,mesh_cracks =0; shove =10.47; poth =0.66,pdi =23.56; sdi =29.49; age =18,False
1038,Gossey Drive North,1319,1723,All,268,RMaint,Maintenance,Maintenance,1,2024,False,False,1421.02,1421.0206904977222,mesh_cracks =0; shove =0; poth =0.37,pdi =6.45; sdi =10.62; age =10,False
9167,Foxglove Drive,0,668,All,271,RMaint,Maintenance,Maintenance,1,2024,False,False,3088.78,3088.781585005562,mesh_cracks =12.06; shove =0; poth =0,pdi =12.06; sdi =0; age =13,False
13,Puriri Dale Way,0,293,All,273,RMaint,Maintenance,Maintenance,1,2024,False,False,2197.59,2197.5927101033008,mesh_cracks =7.81; shove =0; poth =0,pdi =8.05; sdi =0.62; age =18,False
1037,Epiha Road Upper,0,415,All,278,RMaint,Maintenance,Maintenance,1,2024,False,False,2147.37,2147.3678658239287,mesh_cracks =0; shove =7.68; poth =0,pdi =7.68; sdi =20.18; age =10,False
44,Dickins Lane,0,474,All,280,RMaint,Maintenance,Maintenance,1,2024,False,False,2163.6,2163.6029150528398,mesh_cracks =0; shove =8.82; poth =0,pdi =8.82; sdi =0; age =2,False
24,George Noble Road,0,272,All,281,RMaint,Maintenance,Maintenance,1,2024,False,False,904.18,904.1819957886922,mesh_cracks =0; shove =0; poth =0.77,pdi =7.67; sdi =7.67; age =9,False
38,Tyler Place,322,334,All,282,RMaint,Maintenance,Maintenance,1,2024,False,False,44.6,44.60130350007134,mesh_cracks =16.94; shove =0; poth =0.04,pdi =17.32; sdi =0.38; age =7,False
15,Fendall Close,585,643,All,287,RMaint,Maintenance,Maintenance,1,2024,False,False,309.98,309.97675270277955,mesh_cracks =10.11; shove =0; poth =0,pdi =10.11; sdi =0; age =7,False
1092,Bronte Road East,156,183,All,290,RMaint,Maintenance,Maintenance,1,2024,False,False,85.96,85.96087085937765,mesh_cracks =0; shove =5.47; poth =0.87,pdi =14.21; sdi =26.29; age =22,False
38,Tyler Place,279,322,All,291,RMaint,Maintenance,Maintenance,1,2024,False,False,250.28,250.28457674847988,mesh_cracks =0; shove =0; poth =0.96,pdi =9.56; sdi =9.56; age =32,False
28,Stirrup Lane,0,261,All,293,RMaint,Maintenance,Maintenance,1,2024,False,False,3947.32,3947.317963293708,mesh_cracks =0; shove =8.65; poth =0.7,pdi =18.71; sdi =35.29; age =8,False
917,Port Street East,0,21,All,297,RMaint,Maintenance,Maintenance,1,2024,False,False,98.93,98.92701013263343,mesh_cracks =8; shove =0; poth =0,pdi =8; sdi =0; age =19,False
33,Okoare Lane,0,58,All,299,RMaint,Maintenance,Maintenance,1,2024,False,False,126.87,126.86563383293489,mesh_cracks =9.02; shove =0; poth =0,pdi =9.29; sdi =25.35; age =6,False
32,Karearea Lane,84,154,All,300,RMaint,Maintenance,Maintenance,1,2024,False,False,312.2,312.2007174223801,mesh_cracks =0; shove =9.59; poth =0,pdi =9.59; sdi =0; age =28,False
9339,Weston Way,1999,2369,All,302,RMaint,Maintenance,Maintenance,1,2024,False,False,2350.97,2350.969380346151,mesh_cracks =0; shove =0; poth =0,pdi =5.86; sdi =39.57; age =16,False
9339,Weston Way,886,939,All,303,RMaint,Maintenance,Maintenance,1,2024,False,False,420.59,420.59161239723204,mesh_cracks =0; shove =0; poth =0,pdi =5.82; sdi =14.54; age =11,False
26,Stud Road,0,205,All,308,RMaint,Maintenance,Maintenance,1,2024,False,False,1215.05,1215.0530961633172,mesh_cracks =5.98; shove =0; poth =0,pdi =11.58; sdi =26.42; age =9,False
10,Upper Ahu Ahu Road,0,46,All,310,RMaint,Maintenance,Maintenance,1,2024,False,False,86.09,86.08958855383779,mesh_cracks =0; shove =0; poth =0,pdi =6.77; sdi =16.92; age =17,False
42,Te Manaki Street,0,377,All,311,RMaint,Maintenance,Maintenance,1,2024,False,False,1428.89,1428.893139390494,mesh_cracks =0; shove =0; poth =0.53,pdi =5.28; sdi =13.84; age =18,False
38,Tyler Place,334,389,All,312,RMaint,Maintenance,Maintenance,1,2024,False,False,180.69,180.6885546799589,mesh_cracks =0; shove =0; poth =0,pdi =7.22; sdi =18.06; age =32,False
9,Kowhai Glen,0,305,All,313,RMaint,Maintenance,Maintenance,1,2024,False,False,999.78,999.7755089373625,mesh_cracks =0; shove =4.49; poth =0,pdi =10.86; sdi =26.84; age =34,False
5,Vintry Drive,0,362,All,316,RMaint,Maintenance,Maintenance,1,2024,False,False,372.24,372.23769625077506,mesh_cracks =0; shove =0; poth =0,pdi =5.23; sdi =13.07; age =15,False
7056,Dawick Street,78,88,All,317,RMaint,Maintenance,Maintenance,1,2024,False,False,17.66,17.662620782995965,mesh_cracks =13.18; shove =0; poth =0,pdi =18.26; sdi =32.75; age =8,False
24,George Noble Road,272,286,All,319,RMaint,Maintenance,Maintenance,1,2024,False,False,71.73,71.72878929354924,mesh_cracks =0; shove =0; poth =0.72,pdi =7.17; sdi =7.17; age =9,False
20,Burkes Creek Road,0,21,All,327,RMaint,Maintenance,Maintenance,1,2024,False,False,101.57,101.57498873020431,mesh_cracks =12.32; shove =0; poth =1.03,pdi =22.66; sdi =10.35; age =10,False
37,Freemason Avenue,149,172,All,328,RMaint,Maintenance,Maintenance,1,2024,False,False,60.8,60.79633996006065,mesh_cracks =0; shove =0; poth =0,pdi =7.2; sdi =18; age =6,False
30,Curly McLeod Way,69,82,All,330,RMaint,Maintenance,Maintenance,1,2024,False,False,38.77,38.77012275512231,mesh_cracks =11.09; shove =0; poth =0,pdi =12.56; sdi =20.2; age =39,False
1092,Bronte Road East,0,156,All,331,RMaint,Maintenance,Maintenance,1,2024,False,False,464.78,464.7801294124056,mesh_cracks =16.38; shove =0; poth =0,pdi =16.38; sdi =0; age =20,False
9339,Weston Way,1999,2369,All,334,RMaint,Maintenance,Maintenance,1,2024,False,False,1564.67,1564.672285380781,mesh_cracks =0; shove =0; poth =0,pdi =6.82; sdi =17.04; age =16,False
23,Apple Orchard Lane,0,185,All,335,RMaint,Maintenance,Maintenance,1,2024,False,False,1193.06,1193.0569308535364,mesh_cracks =6.91; shove =6.96; poth =0,pdi =19.14; sdi =13.17; age =37,False
9339,Weston Way,3457,3675,All,336,RMaint,Maintenance,Maintenance,1,2024,False,False,681.94,681.9359220715395,mesh_cracks =0; shove =0; poth =0.26,pdi =5.42; sdi =9.66; age =16,False
1,Conifer Close,0,378,All,340,RMaint,Maintenance,Maintenance,1,2024,False,False,3266.82,3266.821703051808,mesh_cracks =0; shove =11.37; poth =0.18,pdi =13.14; sdi =16.48; age =10,False
2,Fladgate Drive,0,565,All,342,RMaint,Maintenance,Maintenance,1,2024,False,False,1778.06,1778.0580104142352,mesh_cracks =4.36; shove =0; poth =0,pdi =9.24; sdi =37.3; age =21,False
2,Fladgate Drive,0,565,All,348,RMaint,Maintenance,Maintenance,1,2024,False,False,1767.66,1767.6584214215868,mesh_cracks =0; shove =0; poth =0,pdi =5.72; sdi =14.31; age =21,False
9339,Weston Way,3398,3457,All,349,RMaint,Maintenance,Maintenance,1,2024,False,False,170.04,170.0374279023608,mesh_cracks =0; shove =8.63; poth =0,pdi =8.63; sdi =0; age =19,False
917,Port Street East,2120,2350,All,350,RMaint,Maintenance,Maintenance,1,2024,False,False,1000.63,1000.6287814184429,mesh_cracks =2.57; shove =3.4; poth =0,pdi =5.97; sdi =0; age =16,False
29,Riroriro Road,0,122,All,353,RMaint,Maintenance,Maintenance,1,2024,False,False,428.92,428.9171986126401,mesh_cracks =7.49; shove =0; poth =0,pdi =15.38; sdi =19.71; age =8,False
26,Stud Road,0,205,All,355,RMaint,Maintenance,Maintenance,1,2024,False,False,760.34,760.3372915004169,mesh_cracks =0; shove =0; poth =1.04,pdi =10.36; sdi =10.36; age =9,False
6,Croatia Avenue,42,76,All,356,RMaint,Maintenance,Maintenance,1,2024,False,False,57.37,57.36621946875305,mesh_cracks =0; shove =0; poth =0.95,pdi =9.46; sdi =9.46; age =39,False
7056,Dawick Street,78,88,All,358,RMaint,Maintenance,Maintenance,1,2024,False,False,26.81,26.812322327679826,mesh_cracks =8.28; shove =0; poth =0,pdi =10.57; sdi =5.71; age =8,False
1035,Cousins Avenue East,0,61,All,365,RMaint,Maintenance,Maintenance,1,2024,False,False,88.97,88.97266454011418,mesh_cracks =0; shove =0; poth =0,pdi =5.09; sdi =38.65; age =28,False
2,Fladgate Drive,0,565,All,366,RMaint,Maintenance,Maintenance,1,2024,False,False,1487.69,1487.6857482088787,mesh_cracks =0; shove =0; poth =0,pdi =7.21; sdi =22.44; age =21,False
35,Leicester Place,0,660,All,367,RMaint,Maintenance,Maintenance,1,2024,False,False,1216.13,1216.1340078733465,mesh_cracks =0; shove =0; poth =0,pdi =5.3; sdi =13.26; age =2,False
13,Puriri Dale Way,0,293,All,369,RMaint,Maintenance,Maintenance,1,2024,False,False,1542.16,1542.1604329847491,mesh_cracks =0; shove =0; poth =0,pdi =5.69; sdi =40.15; age =18,False
41,Huamanu Street,116,134,All,370,RMaint,Maintenance,Maintenance,1,2024,False,False,36.74,36.742481290569366,mesh_cracks =0; shove =0; poth =0.28,pdi =10.76; sdi =22.74; age =9,False
1037,Epiha Road Upper,0,415,All,371,RMaint,Maintenance,Maintenance,1,2024,False,False,2221.76,2221.755145490158,mesh_cracks =8.91; shove =0; poth =0.45,pdi =14.29; sdi =6.66; age =10,False
24,George Noble Road,0,272,All,372,RMaint,Maintenance,Maintenance,1,2024,False,False,1107.33,1107.3251028552677,mesh_cracks =11.14; shove =0; poth =0,pdi =14.51; sdi =8.42; age =9,False
37,Freemason Avenue,0,149,All,375,RMaint,Maintenance,Maintenance,1,2024,False,False,552.33,552.3290007790324,mesh_cracks =0; shove =0; poth =0,pdi =7.97; sdi =19.92; age =16,False
7,Lumbarda Drive,0,152,All,378,RMaint,Maintenance,Maintenance,1,2024,False,False,605.43,605.4344604178622,mesh_cracks =17.9; shove =5.94; poth =0,pdi =23.85; sdi =0; age =8,False
9339,Weston Way,814,886,All,380,RMaint,Maintenance,Maintenance,1,2024,False,False,835.91,835.9142420594134,mesh_cracks =7.92; shove =0; poth =0,pdi =7.92; sdi =27.04; age =22,False
29,Riroriro Road,0,122,All,382,RMaint,Maintenance,Maintenance,1,2024,False,False,341.01,341.00614640455825,mesh_cracks =0; shove =8.57; poth =0,pdi =8.57; sdi =0; age =8,False
20,Burkes Creek Road,549,697,All,384,RMaint,Maintenance,Maintenance,1,2024,False,False,621.61,621.6135052732046,mesh_cracks =12.4; shove =0; poth =0,pdi =12.4; sdi =0; age =12,False
32,Karearea Lane,0,56,All,385,RMaint,Maintenance,Maintenance,1,2024,False,False,73.89,73.8874966817284,mesh_cracks =6.01; shove =0; poth =0,pdi =10.42; sdi =11.03; age =28,False
37,Freemason Avenue,172,362,All,388,RMaint,Maintenance,Maintenance,1,2024,False,False,919.43,919.4266731365578,mesh_cracks =0; shove =0; poth =0,pdi =5.7; sdi =14.26; age =16,False
32,Karearea Lane,0,56,All,389,RMaint,Maintenance,Maintenance,1,2024,False,False,99.77,99.77071556759238,mesh_cracks =0; shove =0; poth =0,pdi =5.92; sdi =14.8; age =28,False
11,Lower Ahu Ahu Road,158,179,All,392,RMaint,Maintenance,Maintenance,1,2024,False,False,65.55,65.55211549989617,mesh_cracks =18.23; shove =0; poth =0,pdi =18.23; sdi =0; age =8,False
38,Tyler Place,279,322,All,393,RMaint,Maintenance,Maintenance,1,2024,False,False,259.38,259.3777222945921,mesh_cracks =0; shove =0; poth =0,pdi =5.27; sdi =44.08; age =32,False
1092,Bronte Road East,0,156,All,395,RMaint,Maintenance,Maintenance,1,2024,False,False,541.16,541.1636520332939,mesh_cracks =1.32; shove =0; poth =0.03,pdi =5.67; sdi =10.4; age =20,False
